sample,GPSC,merge_history
6925_3#21,1,
13091_2#69,1,
17794_4#11,1,
24775_1#141,1,
6805_4#10,1,
6730_5#17,1,
6925_7#18,1,
17794_4#33,1,
17794_3#88,1,
21127_1#78,1,
6187_6#7,1,
15531_5#52,1,
6775_2#14,1,
21127_1#29,1,
6925_5#1,1,
6680_5#15,1,
17794_5#8,1,
19647_1#87,1,
16399_8#67,1,
14913_3#89,1,
15191_5#6,1,
14673_4#20,1,
16404_7#87,1,
6259_1#1,1,
19647_1#46,1,
23430_1#85,1,
11826_3#71,1,
17794_4#36,1,
19647_1#61,1,
6259_3#11,1,
17794_5#90,1,
6259_3#13,1,
12299_2#11,1,
12299_1#38,1,
6631_6#14,1,
28042_2#198,1,
24775_1#90,1,
17794_6#91,1,
17150_6#89,1,
6925_3#4,1,
6925_6#12,1,
28042_2#102,1,
17794_4#3,1,
24820_2#123,1,
6807_1#1,1,
15531_4#58,1,
17794_6#88,1,
13414_3#13,1,
15682_3#12,1,
18814_2#69,1,
7054_6#9,1,
14913_6#71,1,
16404_7#43,1,
6807_3#19,1,
14913_5#30,1,
10868_6#1,1,
22335_7#56,1,
17175_5#27,1,
15191_5#3,1,
6259_4#13,1,
17794_6#32,1,
15191_5#53,1,
15682_2#67,1,
6983_3#63,1,
17794_6#82,1,
7011_3#6,1,
6938_8#21,1,
5348_8#10,1,
15682_3#38,1,
16399_8#45,1,
18814_1#38,1,
6805_7#7,1,
15682_5#16,1,
15682_3#28,1,
6999_5#17,1,
12291_6#76,1,
11826_3#92,1,
21127_1#87,1,
22335_7#93,1,
12291_6#13,1,
18814_1#1,1,
12274_5#36,1,
23430_2#79,1,
21127_1#99,1,
6664_1#19,1,
6925_5#19,1,
17794_7#133,1,
15378_2#56,1,
24775_1#23,1,
17794_5#93,1,
6753_4#7,1,
17794_5#92,1,
23430_2#78,1,
28042_2#155,1,
10868_5#13,1,
23164_8#161,1,
7054_4#2,1,
12299_1#48,1,
6630_4#14,1,
12291_4#15,1,
15191_6#79,1,
13091_2#5,1,
21053_8#119,1,
6731_2#10,1,
6736_6#10,1,
23204_4#110,1,
6983_8#80,1,
17794_6#36,1,
6899_7#3,1,
24820_2#210,1,
19084_8#176,1,
6823_7#8,1,
13154_3#49,1,
12274_5#82,1,
11826_3#34,1,
11679_1#53,1,
17794_5#89,1,
12299_1#41,1,
16399_8#59,1,
13415_7#72,1,
13091_2#2,1,
6925_3#8,1,
19341_3#114,1,
11860_1#73,1,
15682_2#68,1,
6972_5#21,1,
12274_5#84,1,
6972_5#6,1,
15682_2#74,1,
10868_6#3,1,
15191_6#60,1,
5901_7#12,1,
11860_1#21,1,
6710_7#4,1,
17794_6#73,1,
19341_2#153,1,
6775_1#22,1,
18814_2#42,1,
6830_3#5,1,
11860_1#24,1,
6925_4#6,1,
19647_1#75,1,
17794_5#58,1,
17794_6#21,1,
21127_1#18,1,
19341_2#93,1,
6805_2#7,1,
6899_6#14,1,
19647_1#34,1,
13415_5#65,1,
6823_6#24,1,
16404_7#39,1,
17794_6#34,1,
11826_3#5,1,
13091_2#35,1,
23204_4#169,1,
12291_6#67,1,
18814_2#40,1,
19647_1#89,1,
23430_2#22,1,
21999_8#115,1,
17794_4#91,1,
17794_6#71,1,
15191_5#26,1,
12162_1#83,1,
23204_4#172,1,
23430_3#148,1,
18090_2#63,1,
10868_5#15,1,
22335_7#37,1,
17794_6#65,1,
6710_8#9,1,
6840_3#7,1,
12274_5#9,1,
12162_1#1,1,
6714_7#9,1,
7011_4#23,1,
12291_3#45,1,
7001_3#8,1,
11826_3#57,1,
17794_6#24,1,
11679_1#28,1,
17794_5#57,1,
6680_5#22,1,
16404_7#56,1,
17794_6#28,1,
23430_2#128,1,
24775_1#100,1,
13091_2#41,1,
7054_4#18,1,
11826_4#48,1,
6791_6#22,1,
16404_7#38,1,
18814_2#57,1,
14913_7#67,1,
12299_2#52,1,
19341_3#11,1,
17794_6#59,1,
15608_3#66,1,
6972_4#20,1,
9803_8#33,1,
21999_7#110,1,
6730_8#11,1,
13415_5#66,1,
6755_2#11,1,
11511_8#57,1,
17794_5#28,1,
6805_5#16,1,
23430_1#139,1,
6949_2#4,1,
16404_7#21,1,
5477_6#6,1,
11860_1#11,1,
12299_1#8,1,
18623_5#44,1,
23204_4#108,1,
28042_2#240,1,
15682_5#15,1,
19647_1#63,1,
19341_3#63,1,
9803_8#32,1,
6710_8#16,1,
23204_4#102,1,
6899_7#15,1,
15531_7#4,1,
17794_6#2,1,
15682_4#32,1,
7038_4#4,1,
11826_3#10,1,
19647_1#47,1,
15940_6#47,1,
6925_6#13,1,
11657_4#30,1,
13091_1#45,1,
11860_1#96,1,
19084_8#31,1,
6925_3#23,1,
12274_5#69,1,
17794_4#34,1,
11826_4#18,1,
11657_8#25,1,
11826_3#44,1,
16404_7#34,1,
11511_8#54,1,
18814_2#47,1,
19787_5#44,1,
6823_7#10,1,
17794_6#49,1,
18814_2#35,1,
12291_3#48,1,
6731_6#19,1,
13091_4#39,1,
7068_4#2,1,
24820_2#122,1,
12274_5#87,1,
14673_3#43,1,
6714_7#13,1,
23430_2#136,1,
17794_5#16,1,
21523_1#134,1,
11511_8#37,1,
12274_5#79,1,
14673_1#84,1,
15682_4#4,1,
18814_2#39,1,
28042_2#180,1,
19647_1#68,1,
7054_4#1,1,
6983_5#17,1,
6630_3#6,1,
14566_5#88,1,
6680_5#7,1,
15191_6#56,1,
7011_3#24,1,
19341_3#113,1,
17794_5#2,1,
15682_1#50,1,
7068_4#5,1,
11860_1#5,1,
13154_3#88,1,
18814_1#71,1,
6823_2#1,1,
6999_5#19,1,
11826_4#6,1,
23430_3#161,1,
10868_5#16,1,
28042_2#65,1,
5366_6#2,1,
6753_3#6,1,
17794_5#11,1,
6259_2#3,1,
17794_4#81,1,
23430_3#164,1,
11860_1#71,1,
17794_6#39,1,
23430_3#102,1,
6731_4#18,1,
24775_1#70,1,
17150_5#80,1,
9803_7#47,1,
14410_8#91,1,
12274_6#40,1,
21485_1#15,1,
14673_3#7,1,
15191_5#36,1,
12274_5#52,1,
6755_1#22,1,
9803_8#23,1,
11511_7#13,1,
23204_4#97,1,
17794_4#52,1,
23430_1#111,1,
6807_2#3,1,
16043_2#65,1,
11826_4#54,1,
11826_3#45,1,
21999_8#68,1,
17794_5#36,1,
6938_8#20,1,
18814_1#27,1,
23430_2#50,1,
6673_8#20,1,
23430_1#157,1,
21127_1#27,1,
11679_1#58,1,
18090_2#59,1,
12291_4#9,1,
14936_6#72,1,
13414_4#34,1,
12274_5#21,1,
19647_1#8,1,
6736_6#14,1,
19084_8#135,1,
11860_1#75,1,
23204_4#64,1,
12299_2#65,1,
7011_4#3,1,
22667_7#134,1,
13091_2#52,1,
14566_4#59,1,
11511_8#96,1,
6680_5#17,1,
19084_7#177,1,
18814_2#30,1,
5381_3#3,1,
18090_2#179,1,
15608_5#90,1,
12291_4#38,1,
15682_5#14,1,
6259_8#2,1,
13091_6#26,1,
11679_1#13,1,
6755_3#23,1,
19647_1#80,1,
12291_4#66,1,
17150_5#76,1,
7038_5#13,1,
21999_8#86,1,
17794_6#61,1,
17794_6#14,1,
19647_1#83,1,
28042_2#110,1,
15940_3#10,1,
17794_6#68,1,
17794_5#32,1,
10868_6#15,1,
17794_4#14,1,
13415_8#65,1,
17794_6#77,1,
13091_2#76,1,
22114_6#42,1,
15191_5#60,1,
11658_2#74,1,
7054_5#18,1,
23204_4#188,1,
6731_1#2,1,
17794_6#25,1,
5749_6#4,1,
15191_6#50,1,
6972_5#15,1,
15873_6#5,1,
20925_3#61,1,
18090_1#133,1,
6187_4#17,1,
17794_4#82,1,
23430_3#89,1,
6840_3#16,1,
16404_7#47,1,
20402_4#31,1,
23430_1#154,1,
12299_2#19,1,
17794_6#37,1,
18814_1#22,1,
6680_7#18,1,
6840_1#2,1,
12299_2#25,1,
18814_1#76,1,
6775_1#23,1,
12291_2#59,1,
12838_1#73,1,
16404_7#48,1,
17794_4#10,1,
6730_1#6,1,
18090_1#12,1,
12274_4#77,1,
18814_1#40,1,
22335_8#22,1,
17794_6#54,1,
6807_2#7,1,
15682_1#84,1,
11826_3#37,1,
7092_6#22,1,
13091_3#57,1,
13415_4#49,1,
5429_8#10,1,
12299_2#5,1,
6823_2#10,1,
10868_6#8,1,
17794_5#39,1,
11826_3#9,1,
6925_7#11,1,
24861_1#23,1,
12837_1#20,1,
15873_6#63,1,
11861_3#33,1,
16404_7#26,1,
18814_2#23,1,
23430_4#63,1,
12291_6#39,1,
17794_3#89,1,
18090_2#64,1,
17059_7#34,1,
13415_4#40,1,
17794_5#51,1,
12274_6#24,1,
12274_6#14,1,
12162_1#15,1,
17794_6#66,1,
17175_7#81,1,
14673_1#71,1,
14936_4#28,1,
15873_2#61,1,
12291_4#88,1,
6830_3#15,1,
19341_2#69,1,
19084_8#178,1,
21053_8#139,1,
6899_5#15,1,
22335_8#54,1,
17794_4#62,1,
6972_5#8,1,
13091_2#9,1,
23430_3#34,1,
6259_1#9,1,
19647_1#65,1,
17794_6#18,1,
24820_2#60,1,
19341_3#118,1,
21999_8#83,1,
17794_5#80,1,
28042_2#244,1,
24775_1#75,1,
6949_1#17,1,
12299_2#40,1,
14673_3#71,1,
19647_1#42,1,
14257_1#8,1,
23430_4#1,1,
6949_2#13,1,
19084_7#77,1,
6899_7#17,1,
6246_2#16,1,
19341_1#120,1,
17175_7#65,1,
9803_7#53,1,
22335_7#50,1,
12274_6#15,1,
6983_4#77,1,
18787_3#9,1,
6187_4#19,1,
17138_3#22,1,
17794_5#37,1,
6925_3#9,1,
17794_5#74,1,
7004_7#66,1,
24775_1#2,1,
19646_1#48,1,
15682_6#83,1,
11826_3#7,1,
21127_1#30,1,
5477_6#7,1,
23430_3#120,1,
13415_8#64,1,
10868_6#10,1,
17794_4#23,1,
12299_1#7,1,
22335_7#28,1,
24775_1#95,1,
12291_6#60,1,
18090_2#61,1,
13091_3#33,1,
17794_6#43,1,
6840_3#1,1,
14672_3#12,1,
21053_8#61,1,
6593_5#11,1,
17794_6#20,1,
6755_6#21,1,
23430_2#2,1,
17794_5#42,1,
7553_4#17,1,
15191_5#59,1,
11826_4#14,1,
19647_1#69,1,
6731_4#8,1,
17175_5#69,1,
13091_2#40,1,
14410_8#16,1,
6775_1#13,1,
15841_4#24,1,
12291_4#65,1,
6983_2#6,1,
11826_3#63,1,
14673_3#5,1,
18090_1#26,1,
7038_8#39,1,
14566_6#20,1,
23430_2#147,1,
18814_2#22,1,
15874_1#15,1,
15682_3#61,1,
12274_4#91,1,
17794_4#44,1,
6731_1#1,1,
24775_1#62,1,
16453_2#11,1,
17794_4#63,1,
17175_5#80,1,
6259_3#15,1,
5381_1#4,1,
7011_5#24,1,
15841_4#41,1,
19341_2#172,1,
16404_7#41,1,
17794_6#11,1,
17794_4#90,1,
28042_2#73,1,
15608_3#47,1,
11860_1#2,1,
17794_5#67,1,
11826_3#12,1,
14673_4#19,1,
12274_6#31,1,
6736_7#12,1,
14555_3#14,1,
11860_1#63,1,
14410_5#3,1,
17138_4#8,1,
12274_5#13,1,
10868_6#4,1,
16404_7#69,1,
11826_3#96,1,
17794_5#50,1,
18814_2#66,1,
19647_1#52,1,
17175_5#20,1,
17794_5#69,1,
23430_3#48,1,
17794_6#67,1,
13091_2#1,1,
14913_6#63,1,
7553_4#6,1,
19646_1#86,1,
17794_5#33,1,
5381_3#9,1,
19084_7#122,1,
18814_1#65,1,
17794_6#64,1,
19647_1#76,1,
15682_2#27,1,
7622_2#25,1,
23430_2#153,1,
19647_1#56,1,
12274_5#27,1,
16404_7#50,1,
19787_5#35,1,
18814_1#64,1,
19647_1#70,1,
16404_7#25,1,
7011_5#12,1,
13414_2#20,1,
6569_5#19,1,
11860_1#20,1,
17150_4#44,1,
6730_4#22,1,
6187_4#16,1,
6949_3#11,1,
17794_5#13,1,
21127_1#79,1,
18090_2#65,1,
22841_3#164,1,
16404_7#20,1,
6259_2#2,1,
10868_6#6,1,
15940_3#27,1,
14520_6#44,1,
11826_3#11,1,
12274_6#23,1,
6680_7#17,1,
17794_5#84,1,
28042_2#55,1,
12274_5#51,1,
8016_3#42,1,
11658_2#14,1,
18787_3#19,1,
22841_1#24,1,
12837_4#3,1,
23430_3#92,1,
17794_6#16,1,
15682_3#33,1,
13091_4#54,1,
6259_3#8,1,
12291_2#48,1,
15608_2#38,1,
6730_8#23,1,
6714_7#16,1,
6983_3#65,1,
6731_3#6,1,
6791_6#18,1,
16404_7#40,1,
14566_6#44,1,
12291_6#55,1,
15682_4#66,1,
6736_7#13,1,
18814_2#28,1,
6807_2#6,1,
11658_2#19,1,
22335_8#100,1,
6840_3#10,1,
28042_2#161,1,
20925_3#66,1,
6730_8#19,1,
11822_1#78,1,
17794_6#57,1,
6680_4#23,1,
19084_7#128,1,
6775_2#23,1,
21999_8#32,1,
12299_2#42,1,
14723_6#67,1,
24861_1#341,1,
12299_2#32,1,
24775_1#93,1,
6972_4#23,1,
6731_5#9,1,
15682_4#15,1,
13091_4#83,1,
12291_1#11,1,
12274_5#44,1,
24775_1#58,1,
15682_2#79,1,
12274_6#28,1,
17794_4#57,1,
19084_7#147,1,
19183_3#36,2,
22841_1#83,2,
16399_5#13,2,
28042_2#18,2,
12837_3#58,2,
4353_2#9,2,
28042_2#363,2,
22841_1#3,2,
17175_7#31,2,
13414_8#73,2,
24371_8#210,2,
24371_8#73,2,
22276_1#99,2,
4995_6#8,2,
11658_1#45,2,
14555_4#79,2,
16288_3#17,2,
11791_1#44,2,
13470_1#53,2,
4370_1#3,2,
28042_2#358,2,
12837_1#74,2,
15531_6#70,2,
14566_4#66,2,
17966_5#53,2,
22841_3#176,2,
14412_1#31,2,
14566_4#73,2,
20925_3#64,2,
11791_1#36,2,
15531_7#32,2,
22027_1#50,2,
22841_1#67,2,
14913_3#48,2,
13414_8#76,2,
6972_7#8,2,
15873_3#23,2,
14566_6#69,2,
24371_8#128,2,
14520_7#6,2,
13415_8#68,2,
15378_2#30,2,
16288_4#79,2,
19183_3#69,2,
14412_2#26,2,
22027_1#158,2,
17870_8#72,2,
14936_5#10,2,
24371_8#194,2,
24820_2#354,2,
19341_2#56,2,
11791_1#27,2,
12837_4#61,2,
14410_6#41,2,
14555_4#47,2,
17428_8#75,2,
4564_1#8,2,
3850_1#10,2,
24820_2#207,2,
14410_6#30,2,
14410_4#11,2,
17870_7#118,2,
19341_1#164,2,
13415_4#7,2,
19183_3#76,2,
13415_6#72,2,
14410_4#54,2,
14410_4#63,2,
17138_5#50,2,
13415_6#50,2,
24371_8#250,2,
11791_1#32,2,
24371_8#311,2,
17870_8#85,2,
22114_6#16,2,
22667_7#160,2,
11658_1#53,2,
17794_8#93,2,
18456_1#101,2,
17428_8#104,2,
28042_2#52,2,
11791_1#34,2,
13415_7#62,2,
14566_6#59,2,
14913_2#32,2,
14555_4#63,2,
24371_8#33,2,
14913_5#47,2,
22841_1#180,2,
17966_5#97,2,
13415_4#69,2,
24820_2#348,2,
13415_5#27,2,
14410_4#82,2,
14412_2#16,2,
22667_7#186,2,
17870_8#102,2,
19183_3#71,2,
16288_7#23,2,
14520_7#89,2,
22114_6#34,2,
22841_4#1,2,
17870_8#118,2,
22841_3#94,2,
18456_1#166,2,
16288_5#25,2,
14257_1#1,2,
14913_2#87,2,
14520_7#81,2,
22841_4#108,2,
13415_8#14,2,
9789_2#58,2,
19183_3#68,2,
28042_2#365,2,
14913_3#77,2,
6730_6#2,2,
22114_6#88,2,
9789_2#50,2,
6714_7#20,2,
20957_7#114,2,
23430_2#4,2,
11847_1#66,2,
14410_5#50,2,
7004_3#85,2,
20925_3#75,2,
22841_2#176,2,
17428_8#76,2,
28042_2#22,2,
11658_1#38,2,
13415_8#16,2,
17870_8#10,2,
4564_2#4,2,
13415_8#37,2,
12837_3#27,2,
15873_4#59,2,
14410_5#48,2,
12837_5#18,2,
14410_6#64,2,
14913_3#93,2,
15531_7#22,2,
13414_8#30,2,
13414_8#36,2,
15531_5#40,2,
16288_5#27,2,
17138_3#72,2,
14555_4#1,2,
19183_3#38,2,
15531_3#4,2,
24371_8#62,2,
20402_4#2,2,
16453_2#3,2,
14412_2#1,2,
14410_4#61,2,
14410_7#19,2,
17138_5#55,2,
17150_6#32,2,
17966_5#154,2,
14566_6#33,2,
21127_1#107,2,
14566_4#43,2,
15531_5#53,2,
28042_2#70,2,
24371_8#278,2,
14520_6#58,2,
16288_3#26,2,
24497_7#3,2,
4350_6#3,2,
15873_2#57,2,
4995_8#1,2,
17966_5#39,2,
11658_1#50,2,
14913_4#18,2,
15378_2#74,2,
13415_6#62,2,
19183_3#56,2,
22667_7#167,2,
24371_8#114,2,
23204_4#9,2,
13415_8#74,2,
19183_3#83,2,
14410_7#6,2,
14410_6#19,2,
13415_8#19,2,
12837_4#32,2,
16288_3#53,2,
14555_3#3,2,
14913_2#37,2,
13470_1#46,2,
15531_2#80,2,
17428_8#107,2,
14257_1#83,2,
17428_8#9,2,
19183_3#63,2,
22841_4#95,2,
14555_3#34,2,
24820_2#259,2,
22335_7#58,2,
24497_7#134,2,
21999_8#163,2,
28042_2#294,2,
28042_2#48,2,
14257_1#4,2,
14410_4#56,2,
4995_6#11,2,
14913_4#91,2,
17966_5#113,2,
19183_3#40,2,
13154_4#10,2,
13414_8#47,2,
14410_6#33,2,
22841_1#103,2,
22841_2#180,2,
14412_1#93,2,
4948_3#8,2,
6972_8#70,2,
22335_7#29,2,
14913_6#29,2,
14410_5#52,2,
21523_1#34,2,
13415_6#26,2,
15873_3#15,2,
16288_3#29,2,
14410_4#51,2,
14412_1#70,2,
24820_2#194,2,
11860_8#58,2,
11791_1#30,2,
14936_6#27,2,
15531_3#63,2,
14520_6#73,2,
15531_5#10,2,
22027_1#55,2,
14913_6#60,2,
13415_6#94,2,
14257_1#78,2,
17870_8#79,2,
14410_5#47,2,
11658_1#48,2,
19183_3#31,2,
13414_8#1,2,
11658_1#35,2,
14913_7#17,2,
14936_6#24,2,
14257_1#69,2,
11658_1#52,2,
4995_5#5,2,
4995_5#8,2,
11658_1#49,2,
12837_2#66,2,
15531_4#50,2,
22027_1#30,2,
12837_2#51,2,
14566_6#65,2,
14566_5#20,2,
6972_8#74,2,
12837_2#69,2,
11658_1#75,2,
13415_6#58,2,
14566_4#22,2,
14410_6#8,2,
14412_1#16,2,
14936_5#22,2,
17175_8#72,2,
24820_2#150,2,
13415_7#31,2,
22841_3#23,2,
11940_1#12,2,
14913_2#31,2,
19341_1#2,2,
12837_1#15,2,
13415_6#95,2,
15531_6#37,2,
15531_2#90,2,
13415_6#44,2,
24371_8#157,2,
12837_2#19,2,
14410_7#83,2,
14412_2#80,2,
14913_2#3,2,
12837_3#78,2,
6972_8#55,2,
14913_3#88,2,
12837_5#25,2,
12837_5#77,2,
11658_1#25,2,
13415_5#60,2,
13415_4#4,2,
16288_3#6,2,
9262_4#27,2,
20925_3#94,2,
13415_5#3,2,
22114_6#11,2,
14566_4#63,2,
15531_6#34,2,
14410_7#69,2,
17428_8#61,2,
20402_4#156,2,
6972_8#82,2,
18456_1#109,2,
13415_4#33,2,
21242_6#5,2,
20402_4#181,2,
19084_8#112,2,
20925_3#26,2,
12162_1#7,2,
17966_5#160,2,
14566_4#44,2,
5390_7#8,2,
13415_4#52,2,
16288_3#50,2,
17175_7#67,2,
11658_1#56,2,
13415_8#5,2,
13415_6#81,2,
22841_4#134,2,
11658_1#81,2,
14555_3#69,2,
6972_8#36,2,
21242_6#37,2,
6972_8#91,2,
12837_5#29,2,
22841_3#131,2,
22841_1#15,2,
18090_1#118,2,
18456_1#174,2,
17138_5#53,2,
15531_3#92,2,
14913_3#15,2,
14913_7#4,2,
22667_8#50,2,
24497_7#48,2,
14410_7#60,2,
19183_3#84,2,
15531_4#89,2,
14410_4#50,2,
12290_3#55,2,
14520_7#1,2,
7068_2#12,2,
15531_6#93,2,
12290_3#47,2,
22841_2#117,2,
17966_5#84,2,
14412_1#88,2,
14410_6#39,2,
14410_5#24,2,
28042_2#21,2,
17870_8#46,2,
6972_8#75,2,
24371_8#217,2,
19341_2#54,2,
22027_1#68,2,
14913_4#14,2,
15841_2#43,2,
18456_1#176,2,
12837_5#9,2,
14566_6#61,2,
21485_1#139,2,
14936_5#27,2,
16288_7#22,2,
14410_5#55,2,
14410_7#11,2,
17870_8#108,2,
19183_3#50,2,
19183_3#74,2,
28042_2#11,2,
14913_2#61,2,
13415_8#82,2,
16288_3#34,2,
19183_3#29,2,
14555_3#25,2,
17175_7#39,2,
18456_1#119,2,
19183_3#66,2,
28042_2#31,2,
14412_2#2,2,
22027_1#36,2,
28042_2#353,2,
7004_3#79,2,
13415_4#36,2,
14913_3#82,2,
22841_1#9,2,
14410_4#20,2,
22841_3#55,2,
17870_8#23,2,
14913_2#51,2,
22114_6#75,2,
14410_5#18,2,
14257_1#60,2,
13415_4#85,2,
14412_2#48,2,
14410_7#39,2,
17059_8#24,2,
14410_5#43,2,
24371_8#26,2,
19341_2#48,2,
14913_3#67,2,
13414_8#18,2,
24371_8#207,2,
14555_3#91,2,
12378_2#48,2,
24371_8#84,2,
22027_1#70,2,
12837_3#28,2,
13415_4#87,2,
16288_7#16,2,
17428_8#34,2,
23430_1#167,2,
20925_3#96,2,
15531_6#58,2,
14913_4#20,2,
17870_8#81,2,
14566_5#18,2,
19341_2#127,2,
20925_3#97,2,
24371_8#274,2,
14555_3#24,2,
11658_1#73,2,
15378_4#25,2,
14412_2#3,2,
13415_5#67,2,
4370_1#12,2,
14566_4#1,2,
11791_1#38,2,
22841_1#17,2,
19341_2#38,2,
19341_2#52,2,
5390_6#7,2,
14410_8#67,2,
17870_8#99,2,
15531_4#91,2,
4948_8#9,2,
23164_8#127,2,
14913_4#83,2,
14936_5#85,2,
14410_6#38,2,
14936_5#82,2,
22667_7#130,2,
23430_2#7,2,
11658_1#37,2,
13415_6#39,2,
17870_7#115,2,
14555_3#90,2,
15873_5#66,2,
14412_1#54,2,
28042_2#377,2,
14555_4#81,2,
17175_8#33,2,
17966_5#110,2,
17966_5#91,2,
14410_5#21,2,
14410_6#80,2,
19183_3#53,2,
22114_6#12,2,
3850_2#9,2,
14566_4#67,2,
22667_8#55,2,
15531_6#29,2,
11658_1#32,2,
28042_2#373,2,
5390_6#6,2,
22114_6#17,2,
22667_7#127,2,
15531_4#64,2,
24371_8#54,2,
11847_1#68,2,
14566_5#71,2,
22667_7#153,2,
7004_3#13,2,
14913_4#55,2,
22667_7#143,2,
4353_1#10,2,
19183_3#43,2,
15378_2#50,2,
14410_5#42,2,
14520_7#78,2,
14566_6#38,2,
10395_5#62,2,
17150_5#71,2,
19183_3#54,2,
13415_6#34,2,
17966_5#95,2,
6972_8#44,2,
13415_6#4,2,
7004_3#43,2,
14412_1#91,2,
14936_5#61,2,
13415_5#37,2,
12378_2#58,2,
15873_3#12,2,
23430_2#25,2,
11658_1#90,2,
14913_2#78,2,
17428_8#2,2,
17870_8#149,2,
19183_3#26,2,
24820_2#274,2,
16288_5#9,2,
18090_1#129,2,
14913_2#13,2,
17966_5#29,2,
14936_5#1,2,
21523_1#49,2,
24371_8#310,2,
20957_7#113,2,
4353_1#1,2,
24371_8#100,2,
12291_5#38,2,
6972_8#76,2,
24497_7#15,2,
10395_5#9,2,
21242_6#38,2,
16288_3#31,2,
17150_6#72,2,
17175_8#20,2,
14566_4#87,2,
17870_8#75,2,
19183_3#37,2,
17966_5#76,2,
14520_6#82,2,
24936_1#56,2,
17794_7#153,2,
23164_8#104,2,
14410_5#45,2,
22841_1#2,2,
17966_5#80,2,
14412_2#4,2,
14913_3#74,2,
15378_4#26,2,
12290_3#21,2,
19183_3#28,2,
22114_6#64,2,
28042_2#96,2,
11791_1#33,2,
12837_2#22,2,
14520_6#79,2,
18456_1#164,2,
13415_8#91,2,
22027_1#65,2,
13414_8#54,2,
16288_3#49,2,
14723_1#30,2,
13415_7#61,2,
24371_8#301,2,
22335_7#77,2,
14410_6#1,2,
20925_3#69,2,
14410_4#10,2,
16288_7#26,2,
22027_1#57,2,
14936_6#29,2,
15531_4#65,2,
23204_4#40,2,
24861_1#185,2,
13470_1#69,2,
14913_4#90,2,
28042_2#345,2,
11860_7#35,2,
14913_3#21,2,
17428_8#27,2,
11658_1#74,2,
15531_7#40,2,
16043_2#46,2,
23204_4#13,2,
14566_6#26,2,
14410_4#81,2,
19183_3#55,2,
5390_8#3,2,
6972_8#56,2,
7004_3#93,2,
9789_2#18,2,
12837_2#35,2,
14913_7#89,2,
7004_3#15,2,
22667_8#39,2,
11658_1#36,2,
14410_4#52,2,
14566_6#17,2,
19084_7#96,2,
17870_8#83,2,
17966_5#89,2,
12837_1#24,2,
14410_7#61,2,
22027_1#47,2,
19183_3#32,2,
11658_1#51,2,
14913_2#11,2,
11791_1#45,2,
16288_3#20,2,
14566_5#67,2,
17870_8#63,2,
22114_6#29,2,
11791_1#40,2,
14520_6#81,2,
14410_7#9,2,
22667_7#181,2,
14913_3#28,2,
7004_3#4,2,
12837_1#14,2,
16288_3#19,2,
13415_5#20,2,
23204_4#32,2,
23204_4#8,2,
14913_6#76,2,
18456_1#179,2,
21999_8#140,2,
15531_6#45,2,
15531_6#54,2,
22841_4#130,2,
16288_7#25,2,
17870_8#26,2,
24371_8#30,2,
24820_2#241,2,
14913_2#88,2,
14412_1#4,2,
11658_1#58,2,
21999_8#175,2,
22667_8#32,2,
16399_7#50,2,
12378_2#1,2,
17870_8#163,2,
11791_1#51,2,
23430_2#1,2,
17428_8#90,2,
11658_1#46,2,
17966_5#167,2,
17428_8#1,2,
17966_5#152,2,
22027_1#154,2,
11658_1#34,2,
14913_4#78,2,
11658_1#47,2,
14410_7#26,2,
17870_8#45,2,
24820_2#1,2,
9789_2#67,2,
24371_8#192,2,
14412_1#2,2,
28042_2#25,2,
14555_3#20,2,
22841_4#121,2,
11847_1#65,2,
19183_3#89,2,
17428_8#102,2,
12837_5#75,2,
9789_2#29,2,
14913_4#79,2,
22841_3#91,2,
17138_3#47,2,
19183_3#65,2,
14412_2#17,2,
19341_2#53,2,
11658_8#23,2,
13415_8#51,2,
14410_7#38,2,
14913_6#92,2,
15873_4#58,2,
22027_1#89,2,
12837_4#10,2,
13415_7#48,2,
23164_8#123,2,
24371_8#221,2,
9789_2#86,2,
17428_8#49,2,
17870_7#184,2,
14555_4#9,2,
19183_3#44,2,
14410_7#25,2,
19183_3#57,2,
22114_6#31,2,
14566_4#71,2,
11658_1#40,2,
4564_1#5,2,
14913_4#5,2,
13415_4#12,2,
14410_5#44,2,
23204_4#12,2,
14410_5#35,2,
11658_1#85,2,
21523_1#39,2,
17870_8#56,2,
20925_3#102,2,
17428_8#11,2,
12837_1#51,2,
18456_1#180,2,
22841_1#106,2,
24820_2#250,2,
14410_7#33,2,
22027_1#62,2,
20925_3#72,2,
14410_4#43,2,
19183_3#73,2,
17870_8#90,2,
14520_7#79,2,
17428_8#105,2,
19183_3#86,2,
12837_1#37,2,
14410_7#76,2,
14913_6#55,2,
6631_2#3,2,
17966_5#108,2,
12290_2#53,2,
14412_1#43,2,
14412_2#62,2,
14257_1#72,2,
22114_6#66,2,
14566_4#19,2,
14913_7#18,2,
28042_2#44,2,
14520_7#88,2,
16288_3#48,2,
14412_1#53,2,
17428_8#57,2,
19183_3#67,2,
16288_3#52,2,
14913_3#6,2,
14410_7#54,2,
24820_2#242,2,
11658_1#41,2,
14913_6#39,2,
17150_6#11,2,
13415_4#23,2,
21523_1#58,2,
16288_3#23,2,
14520_7#77,2,
14412_1#83,2,
14913_3#40,2,
14913_4#21,2,
14410_8#33,2,
13415_4#88,2,
16399_7#63,2,
22027_1#61,2,
19183_3#78,2,
22841_1#91,2,
22841_4#14,2,
